"Category","Hombre","Mujer","Indeterminado"
"5-9",1,0,0
"10-14",0,2,0
"15-19",5,8,0
"20-24",5,2,0
"25-29",7,4,0
"30-34",4,1,0
"35-39",3,1,0
"40-44",4,0,0
"45-49",2,1,0
"50-54",4,0,0
"60-64",2,2,0
"65-69",1,0,0
"70-74",1,0,0
"75-79",2,1,0
"MÁS DE 80",2,1,0
