"Category","Hombre","Mujer","Indeterminado"
"0-4",6,1,0
"5-9",1,0,0
"10-14",0,1,0
"20-24",2,1,0
"25-29",6,1,0
"30-34",1,0,0
"35-39",2,0,0
"40-44",1,0,0
"65-69",1,0,0
"70-74",0,1,0
