"Category","Hombre","Mujer","Indeterminado"
"0-4",8,0,0
"10-14",1,0,0
"15-19",21,5,0
"20-24",22,5,0
"25-29",8,4,0
"30-34",27,4,0
"35-39",16,1,0
"40-44",6,2,0
"45-49",8,3,0
"50-54",6,0,0
"55-59",4,1,0
"60-64",4,0,0
"65-69",4,0,0
"70-74",3,1,0
"75-79",5,0,0
"MÁS DE 80",3,0,0
