"Category","Hombre","Mujer","Indeterminado"
"0-4",1,0,0
"15-19",2,2,0
"20-24",22,3,0
"25-29",17,0,0
"30-34",13,1,0
"35-39",16,2,0
"40-44",13,0,0
"45-49",8,0,0
"50-54",4,0,0
"55-59",2,0,0
"60-64",1,0,0
"65-69",1,0,0
"70-74",1,0,0
"CIFRA SIN EDAD DE REFERENCIA",1,0,0
