"Category","Hombre","Mujer","Indeterminado"
"0-4",19,15,0
"5-9",6,8,0
"10-14",42,111,0
"15-19",70,220,0
"20-24",43,51,0
"25-29",48,41,0
"30-34",34,20,0
"35-39",27,15,0
"40-44",13,9,0
"45-49",17,8,0
"50-54",11,8,0
"55-59",10,7,0
"60-64",8,2,0
"65-69",4,1,0
"70-74",3,1,0
"75-79",3,2,0
"MÁS DE 80",3,1,0
"CIFRA SIN EDAD DE REFERENCIA",22,13,0
