Category,Hombre,Mujer,Indeterminado
2008,0,1,0
2009,1,0,0
2010,2,0,0
2011,2,0,0
2012,0,1,0
2013,5,1,0
2014,3,2,0
2015,6,0,0
2016,1,0,0
