Category,Hombre,Mujer,Indeterminado
2008,1,0,0
2009,2,0,0
2010,1,0,0
2011,7,0,0
2012,2,1,0
2013,6,1,0
2014,5,1,0
2015,4,0,0
2016,5,4,0
2017,12,3,0
2018,4,1,0
2019,4,1,0
2020,2,0,0
